"Ptime","Pload","Vtime","Vload","yDelta"
280.908,0.20969,281.034,0.11321,0.09648
297.192,0.27281,297.444,0.07948,0.19333
359.736,0.65525,359.892,0.44416,0.21109
380.838,0.6068,380.922,0.39684,0.20996
406.992,0.63227,407.34,0.52644,0.10583
407.412,0.52503,407.556,0.1939,0.33113
439.662,0.48239,439.794,0.27084,0.21155
451.17,0.34308,451.272,0.07905,0.26403
466.638,0.22546,466.788,0.0331,0.19236
495.42,0.1334,495.498,-0.00363,0.13703
