"Ptime","Pload","Vtime","Vload","yDelta"
292.44,0.58012,292.506,0.52397,0.0561499999999999
307.818,0.63749,307.896,0.37205,0.26544
310.908,0.38956,311.052,0.02361,0.36595
383.73,0.25737,383.838,0.1074,0.14997
428.694,0.34096,428.766,0.2749,0.06606
451.776,0.41339,451.86,0.36776,0.04563
463.284,0.44118,463.374,0.25923,0.18195
472.992,0.30919,473.13,0.21927,0.08992
478.362,0.2377,478.428,0.11805,0.11965
495.888,0.17036,495.996,0.0334,0.13696
