"Ptime","Pload","Vtime","Vload","yDelta"
134.322,0.31623,134.382,0.22309,0.09314
134.4,0.22924,134.472,0.109,0.12024
140.664,0.16529,140.808,0.04633,0.11896
149.268,0.12789,149.358,0.02659,0.1013
180.672,0.27213,180.738,0.04612,0.22601
206.298,0.23177,206.394,0.09239,0.13938
213.534,0.19814,213.612,0.10179,0.09635
222.54,0.16805,222.636,0.00183,0.16622
242.436,0.11027,242.52,0.05615,0.05412
255.936,0.09181,256.008,0.01284,0.07897
